LP;ECG;IMP;Z0
4840;-54.32026;70997.66000;36.54400
4841;-51.87890;73024.51000;36.54400
4842;-46.69101;75196.13500;36.54400
4843;-43.94448;76383.29000;36.54400
4844;-41.19795;77946.86000;36.54400
4845;-41.50312;79018.19500;36.54400
4846;-36.62040;79394.61000;36.54400
4847;-36.31523;79307.74500;36.54400
4848;-33.87387;79249.83500;36.54400
4849;-30.51700;78670.73500;36.54400
4850;-25.93945;77686.26500;36.54400
4851;-22.88775;77136.12000;36.54400
4852;-22.88775;75920.01000;36.54400
4853;-9.15510;74645.99000;36.54400
4854;22.88775;72908.69000;36.54400
4855;9.15510;71403.03000;36.54400
4856;-14.34299;69520.95500;36.54400
4857;-20.44639;66886.05000;36.54400
4858;-5.49306;64424.87500;36.54400
4859;0.91551;62311.16000;36.54400
4860;6.71374;58633.87500;36.54400
4861;14.95333;55448.82500;36.54400
4862;32.65319;52408.55000;36.54400
4863;29.29632;49599.91500;36.54400
4864;15.86884;46501.73000;36.54400
4865;9.76544;42766.53500;36.54400
4866;13.12231;39060.29500;36.54400
4867;13.42748;35730.47000;36.54400
4868;12.51197;31850.50000;36.54400
4869;25.32911;28086.35000;36.54400
4870;42.41863;25219.80500;36.54400
4871;37.53591;22874.45000;36.54400
4872;15.86884;19949.99500;36.54400
4873;5.18789;16735.99000;36.54400
4874;4.88272;14998.69000;36.54400
4875;2.74653;12247.96500;36.54400
4876;9.76544;9728.88000;36.54400
4877;27.77047;8281.13000;36.54400
4878;27.77047;6225.32500;36.54400
4879;11.59646;4603.84500;36.54400
4880;0.91551;3185.05000;36.54400
4881;0.91551;1563.57000;36.54400
4882;3.35687;608.05500;36.54400
4883;5.79823;637.01000;36.54400
4884;12.20680;289.55000;36.54400
4885;15.56367;521.19000;36.54400
4886;10.37578;723.87500;36.54400
4887;5.79823;1708.34500;36.54400
4888;10.68095;2026.85000;36.54400
4889;11.59646;2113.71500;36.54400
4890;2.13619;3619.37500;36.54400
4891;-1.22068;4314.29500;36.54400
4892;4.88272;4980.26000;36.54400
4893;1.52585;5848.91000;36.54400
4894;0.00000;5935.77500;36.54400
4895;-1.52585;6688.60500;36.54400
4896;-3.35687;7383.52500;36.54400
4897;1.52585;7702.03000;36.54400
4898;7.93442;8802.32000;36.54400
4899;18.31020;9670.97000;36.54400
4900;8.23959;10279.02500;36.54400
4901;-5.49306;11089.76500;36.54400
4902;-2.13619;12074.23500;36.54400
4903;6.10340;12682.29000;36.54400
4904;-0.30517;13406.16500;36.44800
4905;10.07061;14767.05000;36.44800
4906;25.32911;15346.15000;36.44800
4907;16.17401;15259.28500;36.44800
4908;-6.10340;16041.07000;36.44800
4909;-2.44136;15896.29500;36.44800
4910;0.91551;15751.52000;36.44800
4911;11.29129;14824.96000;36.44800
4912;22.58258;14419.59000;36.44800
4913;23.49809;13695.71500;36.44800
4914;16.78435;12711.24500;36.44800
4915;7.01891;11871.55000;36.44800
4916;10.68095;10771.26000;36.44800
4917;16.17401;9728.88000;36.44800
4918;12.20680;8657.54500;36.44800
4919;17.08952;7702.03000;36.44800
4920;27.77047;6746.51500;36.44800
4921;30.51700;6978.15500;36.44800
4922;24.71877;5182.94500;36.44800
4923;6.10340;4198.47500;36.44800
4924;9.15510;2490.13000;36.44800
4925;18.00503;1592.52500;36.44800
4926;24.41360;984.47000;36.44800
4927;19.22571;0.00000;36.44800
4928;3.05170;-608.05500;36.44800
4929;-2.74653;-1824.16500;36.44800
4930;7.93442;-3242.96000;36.44800
4931;7.32408;-3706.24000;36.44800
4932;7.32408;-4516.98000;36.44800
4933;11.90163;-4748.62000;36.44800
4934;14.95333;-5617.27000;36.44800
4935;14.64816;-6341.14500;36.44800
4936;17.69986;-6572.78500;36.44800
4937;22.27741;-7238.75000;36.44800
4938;16.17401;-7644.12000;36.44800
4939;6.71374;-9149.78000;36.44800
4940;7.32408;-8512.77000;36.44800
4941;18.61537;-8976.05000;36.44800
4942;27.46530;-9352.46500;36.44800
4943;35.39972;-9352.46500;36.44800
4944;23.80326;-9526.19500;36.44800
4945;0.00000;-10684.39500;36.44800
4946;-9.76544;-11350.36000;36.44800
4947;-12.20680;-11755.73000;36.44800
4948;4.27238;-12942.88500;36.44800
4949;21.05673;-14216.90500;36.44800
4950;9.46027;-15375.10500;36.44800
4951;-1.52585;-16041.07000;36.44800
4952;-12.20680;-17257.18000;36.44800
4953;-5.79823;-18444.33500;36.44800
4954;6.40857;-18878.66000;36.44800
4955;3.66204;-19718.35500;36.44800
4956;-7.01891;-21397.74500;36.44800
4957;-3.66204;-22729.67500;36.44800
4958;21.36190;-23569.37000;36.44800
4959;11.29129;-23974.74000;36.44800
4960;-11.29129;-25393.53500;36.44800
4961;-12.20680;-27507.25000;36.44800
4962;5.18789;-28549.63000;36.44800
4963;24.41360;-29360.37000;36.44800
4964;43.94448;-29592.01000;36.44800
4965;60.11849;-30344.84000;36.44800
4966;76.90284;-30981.85000;36.44800
4967;91.85617;-31734.68000;36.44800
4968;116.26977;-32429.60000;36.48400
4969;145.56609;-33703.62000;36.48400
4970;154.72119;-34398.54000;36.48400
4971;146.78677;-35585.69500;36.48400
4972;154.72119;-36888.67000;36.48400
4973;166.31765;-37931.05000;36.48400
4974;195.91914;-38741.79000;36.48400
4975;197.75016;-39986.85500;36.48400
4976;191.64676;-40189.54000;36.48400
4977;176.69343;-41000.28000;36.48400
4978;156.24704;-41637.29000;36.48400
4979;148.92296;-42013.70500;36.48400
4980;139.15752;-42129.52500;36.48400
4981;92.46651;-41984.75000;36.48400
4982;39.67210;-41984.75000;36.48400
4983;6.10340;-42303.25500;36.48400
4984;-28.38081;-41897.88500;36.48400
4985;-41.80829;-41926.84000;36.48400
4986;-39.36693;-40623.86500;36.48400
4987;-30.21183;-39407.75500;36.48400
4988;-25.93945;-37728.36500;36.48400
4989;-25.32911;-36135.84000;36.48400
4990;-39.06176;-34195.85500;36.48400
4991;-38.75659;-32545.42000;36.48400
4992;-32.95836;-31126.62500;36.48400
4993;-25.93945;-29273.50500;36.48400
4994;-22.58258;-27999.48500;36.48400
4995;-10.37578;-26696.51000;36.48400
4996;-27.46530;-25856.81500;36.48400
4997;-36.01006;-25364.58000;36.48400
4998;-42.72380;-24466.97500;36.48400
4999;-43.33414;-23279.82000;36.48400
5000;-41.19795;-21774.16000;36.48400
5001;-33.56870;-20094.77000;36.48400
5002;-25.32911;-17257.18000;36.48400
5003;-10.07061;-13811.53500;36.48400
5004;-20.14122;-10221.11500;36.48400
5005;-38.14625;-6543.83000;36.48400
5006;-38.45142;-1853.12000;36.48400
5007;-36.62040;2866.54500;36.48400
5008;-41.19795;7441.43500;36.48400
5009;-40.28244;12392.74000;36.48400
5010;-36.62040;17025.54000;36.48400
5011;-37.84108;21918.93500;36.48400
5012;-38.14625;26754.42000;36.48400
5013;-32.65319;30894.98500;36.48400
5014;-22.88775;34688.09000;36.48400
5015;-28.38081;38741.79000;36.48400
5016;-35.09455;42071.61500;36.48400
5017;-39.97727;45256.66500;36.48400
5018;-38.75659;48470.67000;36.48400
5019;-39.06176;50960.80000;36.48400
5020;-37.23074;54522.26500;36.48400
5021;-36.31523;57707.31500;36.48400
5022;-43.63931;60400.13000;36.48400
5023;-49.74271;62455.93500;36.48400
5024;-47.30135;64453.83000;36.48400
5025;-44.85999;66393.81500;36.48400
5026;-41.19795;67667.83500;36.48400
5027;-33.26353;69578.86500;36.48400
5028;-32.65319;70244.83000;36.48400
5029;-43.33414;70968.70500;36.48400
5030;-46.08067;71779.44500;36.48400
5031;-36.62040;72126.90500;36.48400
5032;-45.16516;72271.68000;36.51600
5033;-48.82720;72213.77000;36.51600
5034;-39.67210;72300.63500;36.51600
5035;-14.95333;72879.73500;36.51600
5036;11.90163;72445.41000;36.51600
5037;14.64816;71634.67000;36.51600
5038;-19.83605;71808.40000;36.51600
5039;-37.53591;70679.15500;36.51600
5040;-33.56870;69231.40500;36.51600
5041;-22.58258;68160.07000;36.51600
5042;-11.90163;66741.27500;36.51600
5043;-3.35687;64859.20000;36.51600
5044;10.68095;63787.86500;36.51600
5045;19.53088;61732.06000;36.51600
5046;27.77047;60429.08500;36.51600
5047;19.22571;59328.79500;36.51600
5048;5.49306;57070.30500;36.51600
5049;3.05170;54840.77000;36.51600
5050;6.10340;53566.75000;36.51600
5051;13.12231;52350.64000;36.51600
5052;33.26353;49831.55500;36.51600
5053;50.04788;48702.31000;36.51600
5054;35.09455;46849.19000;36.51600
5055;3.05170;45053.98000;36.51600
5056;-15.86884;43258.77000;36.51600
5057;-6.10340;42708.62500;36.51600
5058;7.62925;41839.97500;36.51600
5059;19.83605;41492.51500;36.51600
5060;12.20680;40652.82000;36.51600
5061;5.79823;39842.08000;36.51600
5062;1.22068;39668.35000;36.51600
5063;2.13619;39002.38500;36.51600
5064;7.01891;38365.37500;36.51600
5065;12.20680;38423.28500;36.51600
5066;23.19292;37844.18500;36.51600
5067;11.59646;36685.98500;36.51600
5068;1.22068;36830.76000;36.51600
5069;-1.22068;36280.61500;36.51600
5070;3.66204;36714.94000;36.51600
5071;18.00503;37525.68000;36.51600
5072;29.60149;37294.04000;36.51600
5073;10.37578;37438.81500;36.51600
5074;-9.46027;37960.00500;36.51600
5075;-12.51197;37409.86000;36.51600
5076;-8.54476;38133.73500;36.51600
5077;11.59646;37265.08500;36.51600
5078;33.26353;37873.14000;36.51600
5079;9.76544;38133.73500;36.51600
5080;-11.90163;36743.89500;36.51600
5081;-16.78435;35730.47000;36.51600
5082;-13.73265;34108.99000;36.51600
5083;-10.68095;32545.42000;36.51600
5084;-1.83102;31705.72500;36.51600
5085;19.22571;30518.57000;36.51600
5086;15.56367;29939.47000;36.51600
5087;-7.32408;28897.09000;36.51600
5088;-18.92054;27275.61000;36.51600
5089;-12.51197;26406.96000;36.51600
5090;-7.93442;25075.03000;36.51600
5091;8.23959;23772.05500;36.51600
5092;15.86884;21889.98000;36.51600
5093;25.93945;20702.82500;36.51600
5094;15.25850;19139.25500;36.51600
5095;16.17401;16880.76500;36.51600
5096;-2.44136;14622.27500;36.42400
5097;-6.10340;11929.46000;36.42400
5098;-0.91551;10018.43000;36.42400
5099;3.66204;7788.89500;36.42400
5100;9.46027;5443.54000;36.42400
5101;22.88775;3214.00500;36.42400
5102;41.50312;1534.61500;36.42400
5103;26.85496;-405.37000;36.42400
5104;8.23959;-2548.04000;36.42400
5105;3.05170;-4893.39500;36.42400
5106;14.34299;-6312.19000;36.42400
5107;46.99618;-8223.22000;36.42400
5108;48.52203;-9526.19500;36.42400
5109;14.64816;-11466.18000;36.42400
5110;-14.03782;-12942.88500;36.42400
5111;-14.34299;-13811.53500;36.42400
5112;-3.05170;-15954.20500;36.42400
5113;7.93442;-16909.72000;36.42400
5114;12.81714;-18386.42500;36.42400
5115;14.95333;-20239.54500;36.42400
5116;7.93442;-21426.70000;36.42400
5117;5.79823;-22150.57500;36.42400
5118;10.37578;-23164.00000;36.42400
5119;10.37578;-24409.06500;36.42400
5120;5.18789;-24727.57000;36.42400
5121;8.23959;-25538.31000;36.42400
5122;41.50312;-25625.17500;36.42400
5123;31.43251;-26030.54500;36.42400
5124;18.31020;-26030.54500;36.42400
5125;31.12734;-26378.00500;36.42400
5126;19.53088;-26609.64500;36.42400
5127;-3.35687;-27420.38500;36.42400
5128;-8.54476;-28057.39500;36.42400
5129;13.42748;-28173.21500;36.42400
5130;16.47918;-28607.54000;36.42400
5131;5.18789;-29447.23500;36.42400
5132;-10.68095;-29968.42500;36.42400
5133;-18.92054;-31213.49000;36.42400
5134;-16.78435;-32487.51000;36.42400
5135;-4.27238;-33095.56500;36.42400
5136;11.59646;-35267.19000;36.42400
5137;3.96721;-36251.66000;36.42400
5138;3.35687;-37670.45500;36.42400
5139;-6.71374;-39465.66500;36.42400
5140;-4.57755;-41000.28000;36.42400
5141;-8.23959;-43056.08500;36.42400
5142;-18.92054;-43982.64500;36.42400
5143;-8.23959;-45082.93500;36.42400
5144;4.57755;-46212.18000;36.42400
5145;13.12231;-47602.02000;36.42400
5146;13.73265;-48383.80500;36.42400
5147;20.14122;-49599.91500;36.42400
5148;32.34802;-51047.66500;36.42400
5149;48.52203;-52147.95500;36.42400
5150;69.27359;-53306.15500;36.42400
5151;103.45263;-54116.89500;36.42400
5152;125.11970;-55419.87000;36.42400
5153;148.92296;-57446.72000;36.42400
5154;152.58500;-58083.73000;36.42400
5155;137.63167;-59647.30000;36.42400
5156;131.83344;-61674.15000;36.42400
5157;150.14364;-63787.86500;36.42400
5158;183.10200;-64251.14500;36.42400
5159;190.42608;-64772.33500;36.42400
5160;199.88635;-65612.03000;36.48800
5161;191.34159;-65525.16500;36.48800
5162;169.36935;-65959.49000;36.48800
5163;159.90908;-66596.50000;36.48800
5164;146.78677;-65930.53500;36.48800
5165;79.95454;-65814.71500;36.48800
5166;27.46530;-65351.43500;36.48800
5167;-4.88272;-64888.15500;36.48800
5168;-32.34802;-64917.11000;36.48800
5169;-47.30135;-63787.86500;36.48800
5170;-43.63931;-63816.82000;36.48800
5171;-23.49809;-62571.75500;36.48800
5172;-20.44639;-60776.54500;36.48800
5173;-31.12734;-59212.97500;36.48800
5174;-39.06176;-58025.82000;36.48800
5175;-37.53591;-57070.30500;36.48800
5176;-36.31523;-56404.34000;36.48800
5177;-18.31020;-55622.55500;36.48800
5178;-13.73265;-55043.45500;36.48800
5179;-11.59646;-54840.77000;36.48800
5180;-25.93945;-54551.22000;36.48800
5181;-35.39972;-53827.34500;36.48800
5182;-44.55482;-53450.93000;36.48800
5183;-36.92557;-53074.51500;36.48800
5184;-32.65319;-50931.84500;36.48800
5185;-18.00503;-48731.26500;36.48800
5186;0.30517;-45488.30500;36.48800
5187;-2.44136;-41231.92000;36.48800
5188;-29.60149;-36859.71500;36.48800
5189;-49.43754;-32748.10500;36.48800
5190;-40.28244;-27333.52000;36.48800
5191;-42.72380;-21571.47500;36.48800
5192;-43.02897;-15519.88000;36.48800
5193;-40.89278;-9352.46500;36.48800
5194;-37.84108;-2866.54500;36.48800
5195;-28.38081;3271.91500;36.48800
5196;-7.32408;9873.65500;36.48800
5197;-14.64816;15519.88000;36.48800
5198;-39.67210;20992.37500;36.48800
5199;-53.09958;26204.27500;36.48800
5200;-55.54094;30779.16500;36.48800
5201;-46.08067;35469.87500;36.48800
5202;-34.17904;39523.57500;36.48800
5203;-21.66707;43866.82500;36.48800
5204;-25.32911;47544.11000;36.48800
5205;-33.87387;51510.94500;36.48800
5206;-44.24965;54638.08500;36.48800
5207;-48.21686;57938.95500;36.48800
5208;-50.96339;60834.45500;36.48800
5209;-46.08067;63063.99000;36.48800
5210;-47.30135;64946.06500;36.48800
5211;-44.85999;66857.09500;36.48800
5212;-36.62040;68333.80000;36.48800
5213;-30.82217;68999.76500;36.48800
5214;-26.24462;70071.10000;36.48800
5215;-31.73768;70621.24500;36.48800
5216;-36.92557;70852.88500;36.48800
5217;-40.89278;71287.21000;36.48800
5218;-20.75156;70679.15500;36.48800
5219;7.93442;70157.96500;36.48800
5220;-6.71374;69202.45000;36.48800
5221;-24.71877;67928.43000;36.48800
5222;-21.66707;67030.82500;36.48800
5223;-11.90163;65264.57000;36.48800
5224;-7.32408;63643.09000;36.52400
5225;3.05170;61761.01500;36.52400
5226;25.02394;59821.03000;36.52400
5227;21.05673;57678.36000;36.52400
5228;9.76544;54811.81500;36.52400
5229;7.01891;52669.14500;36.52400
5230;15.56367;49599.91500;36.52400
5231;18.00503;46588.59500;36.52400
5232;14.03782;43779.96000;36.52400
5233;12.51197;40305.36000;36.52400
5234;19.22571;37525.68000;36.52400
5235;16.17401;35354.05500;36.52400
5236;13.73265;32082.14000;36.52400
5237;12.20680;29273.50500;36.52400
5238;16.78435;26378.00500;36.52400
5239;32.95836;23077.13500;36.52400
5240;47.30135;21368.79000;36.52400
5241;30.21183;18762.84000;36.52400
5242;7.93442;17141.36000;36.52400
5243;5.18789;15288.24000;36.52400
5244;0.61034;13232.43500;36.52400
5245;-1.83102;11234.54000;36.52400
5246;3.35687;9294.55500;36.52400
5247;32.04285;7441.43500;36.52400
5248;21.66707;5733.09000;36.52400
5249;1.22068;3908.92500;36.52400
5250;-12.51197;2576.99500;36.52400
5251;-7.01891;1389.84000;36.52400
5252;-2.44136;665.96500;36.52400
5253;3.05170;897.60500;36.52400
5254;7.01891;781.78500;36.52400
5255;7.01891;1766.25500;36.52400
5256;5.79823;2200.58000;36.52400
5257;7.93442;2692.81500;36.52400
5258;34.78938;3040.27500;36.52400
5259;21.05673;3879.97000;36.52400
5260;0.30517;3908.92500;36.52400
5261;-18.31020;3966.83500;36.52400
5262;-17.69986;3503.55500;36.52400
5263;-11.59646;2982.36500;36.52400
5264;-8.84993;2779.68000;36.52400
5265;-3.96721;1650.43500;36.52400
5266;-1.83102;1679.39000;36.52400
5267;-2.13619;1331.93000;36.52400
5268;6.40857;897.60500;36.52400
5269;32.95836;579.10000;36.52400
5270;38.75659;1071.33500;36.52400
5271;16.47918;1245.06500;36.52400
5272;-19.53088;781.78500;36.52400
5273;-31.12734;-144.77500;36.52400
5274;-20.14122;-492.23500;36.52400
5275;-0.30517;-463.28000;36.52400
5276;-12.20680;-839.69500;36.52400
5277;3.05170;-955.51500;36.52400
5278;-0.91551;-984.47000;36.52400
5279;-2.13619;-1824.16500;36.52400
5280;-6.10340;-2490.13000;36.52400
5281;-0.61034;-3329.82500;36.52400
5282;6.71374;-4111.61000;36.52400
5283;10.37578;-4603.84500;36.52400
5284;13.12231;-5298.76500;36.52400
5285;44.85999;-6022.64000;36.52400
5286;69.27359;-6601.74000;36.52400
5287;33.26353;-7557.25500;36.52400
5288;-10.37578;-8049.49000;36.44800
5289;-22.58258;-8599.63500;36.44800
5290;-10.37578;-9728.88000;36.44800
5291;1.22068;-10250.07000;36.44800
5292;3.05170;-10887.08000;36.44800
5293;3.35687;-11610.95500;36.44800
5294;6.71374;-12016.32500;36.44800
5295;14.95333;-12276.92000;36.44800
5296;19.22571;-12740.20000;36.44800
5297;11.90163;-12798.11000;36.44800
5298;14.64816;-13029.75000;36.44800
5299;18.00503;-12798.11000;36.44800
5300;2.74653;-14101.08500;36.44800
5301;-9.76544;-14535.41000;36.44800
5302;15.25850;-14419.59000;36.44800
5303;30.82217;-14796.00500;36.44800
5304;12.20680;-14448.54500;36.44800
5305;-7.93442;-14332.72500;36.44800
5306;-6.71374;-14738.09500;36.44800
5307;-2.13619;-15519.88000;36.44800
5308;5.18789;-15983.16000;36.44800
5309;14.64816;-16330.62000;36.44800
5310;20.14122;-16678.08000;36.44800
5311;14.95333;-16591.21500;36.44800
5312;7.62925;-17344.04500;36.44800
5313;-4.88272;-17865.23500;36.44800
5314;-2.44136;-18241.65000;36.44800
5315;0.61034;-18299.56000;36.44800
5316;-5.49306;-18965.52500;36.44800
5317;-4.57755;-19834.17500;36.44800
5318;-4.27238;-20471.18500;36.44800
5319;-2.44136;-22150.57500;36.44800
5320;1.22068;-22729.67500;36.44800
5321;3.96721;-23743.10000;36.44800
5322;10.98612;-25393.53500;36.44800
5323;2.44136;-26812.33000;36.44800
5324;-18.31020;-28491.72000;36.44800
5325;-20.75156;-30489.61500;36.44800
5326;-9.15510;-31850.50000;36.44800
5327;-6.10340;-33906.30500;36.44800
5328;-14.34299;-34977.64000;36.44800
5329;-10.68095;-36772.85000;36.44800
5330;-0.61034;-38568.06000;36.44800
5331;17.08952;-40015.81000;36.44800
5332;32.34802;-42042.66000;36.44800
5333;55.54094;-44301.15000;36.44800
5334;65.91672;-46038.45000;36.44800
5335;83.31141;-47688.88500;36.44800
5336;115.65943;-49426.18500;36.44800
5337;154.41602;-51568.85500;36.44800
5338;155.94187;-52524.37000;36.44800
5339;142.20922;-53769.43500;36.44800
5340;139.15752;-55419.87000;36.44800
5341;147.70228;-57070.30500;36.44800
5342;162.65561;-58286.41500;36.44800
5343;169.36935;-59241.93000;36.44800
5344;181.88132;-60255.35500;36.44800
5345;183.40717;-60776.54500;36.44800
5346;166.62282;-61037.14000;36.44800
5347;153.19534;-61181.91500;36.44800
5348;131.52827;-61732.06000;36.44800
5349;74.46148;-61818.92500;36.44800
5350;27.46530;-63063.99000;36.44800
5351;-16.17401;-63469.36000;36.44800
5352;-42.41863;-63324.58500;36.50000
5353;-57.37196;-63701.00000;36.50000
5354;-49.74271;-62832.35000;36.50000
5355;-36.92557;-61789.97000;36.50000
5356;-30.51700;-60371.17500;36.50000
5357;-23.19292;-59039.24500;36.50000
5358;-31.43251;-57794.18000;36.50000
5359;-39.67210;-56433.29500;36.50000
5360;-40.28244;-55825.24000;36.50000
5361;-41.50312;-54695.99500;36.50000
5362;-31.43251;-54667.04000;36.50000
5363;-28.68598;-53914.21000;36.50000
5364;-29.90666;-53885.25500;36.50000
5365;-28.68598;-52842.87500;36.50000
5366;-30.82217;-51916.31500;36.50000
5367;-24.10843;-51134.53000;36.50000
5368;-25.02394;-49310.36500;36.50000
5369;-29.60149;-46356.95500;36.50000
5370;-39.36693;-44040.55500;36.50000
5371;-34.48421;-39871.03500;36.50000
5372;-32.34802;-35672.56000;36.50000
5373;-32.65319;-30952.89500;36.50000
5374;-34.48421;-24959.21000;36.50000
5375;-36.92557;-18733.88500;36.50000
5376;-34.17904;-13087.66000;36.50000
5377;-34.78938;-6746.51500;36.50000
5378;-40.58761;-57.91000;36.50000
5379;-39.36693;5906.82000;36.50000
5380;-39.06176;11610.95500;36.50000
5381;-38.75659;17257.18000;36.50000
5382;-36.92557;22961.31500;36.50000
5383;-35.09455;28173.21500;36.50000
5384;-26.24462;33066.61000;36.50000
5385;-28.38081;37728.36500;36.50000
5386;-40.89278;42071.61500;36.50000
5387;-41.50312;46704.41500;36.50000
5388;-48.52203;50758.11500;36.50000
5389;-43.02897;53885.25500;36.50000
5390;-39.97727;58112.68500;36.50000
5391;-44.85999;61326.69000;36.50000
5392;-44.24965;63845.77500;36.50000
5393;-41.50312;66075.31000;36.50000
5394;-44.55482;68420.66500;36.50000
5395;-37.23074;70823.93000;36.50000
5396;-42.41863;72474.36500;36.50000
5397;-39.36693;73748.38500;36.50000
5398;-31.43251;74790.76500;36.50000
5399;-32.65319;75311.95500;36.50000
5400;-29.60149;75456.73000;36.50000
5401;-31.12734;75109.27000;36.50000
5402;-34.78938;74790.76500;36.50000
5403;-29.60149;74414.35000;36.50000
5404;-17.69986;73111.37500;36.50000
5405;-6.10340;72532.27500;36.50000
5406;-2.13619;71113.48000;36.50000
5407;-8.54476;69810.50500;36.50000
5408;-11.29129;67696.79000;36.50000
5409;-7.32408;65525.16500;36.50000
5410;9.76544;62340.11500;36.50000
5411;29.60149;60110.58000;36.50000
5412;22.88775;56954.48500;36.50000
5413;9.76544;54058.98500;36.50000
5414;1.22068;51337.21500;36.50000
5415;2.13619;48210.07500;36.50000
5416;10.07061;44851.29500;36.50800
5417;17.08952;42274.30000;36.50800
5418;28.07564;39205.07000;36.50800
5419;39.97727;37294.04000;36.50800
5420;32.34802;33356.16000;36.50800
5421;18.61537;29418.28000;36.50800
5422;-9.15510;26551.73500;36.50800
5423;-12.20680;23540.41500;36.50800
5424;-9.46027;20239.54500;36.50800
5425;-0.30517;18096.87500;36.50800
5426;12.20680;15751.52000;36.50800
5427;30.82217;13406.16500;36.50800
5428;29.60149;11958.41500;36.50800
5429;5.79823;9815.74500;36.50800
5430;2.13619;8078.44500;36.50800
5431;-3.35687;6254.28000;36.50800
5432;-11.29129;4545.93500;36.50800
5433;-7.32408;3503.55500;36.50800
5434;-2.13619;2287.44500;36.50800
5435;9.15510;1650.43500;36.50800
5436;17.39469;1245.06500;36.50800
5437;9.15510;723.87500;36.50800
5438;0.61034;1187.15500;36.50800
5439;-11.90163;1187.15500;36.50800
5440;-21.05673;1389.84000;36.50800
5441;-12.20680;1071.33500;36.50800
5442;-0.91551;1274.02000;36.50800
5443;-2.44136;1476.70500;36.50800
5444;-7.62925;1360.88500;36.50800
5445;-14.34299;810.74000;36.50800
5446;-10.98612;231.64000;36.50800
5447;-3.66204;-202.68500;36.50800
5448;-4.88272;0.00000;36.50800
5449;-0.91551;-1216.11000;36.50800
5450;-0.61034;-1795.21000;36.50800
5451;0.61034;-2403.26500;36.50800
5452;-0.61034;-3040.27500;36.50800
5453;-7.01891;-3532.51000;36.50800
5454;1.22068;-4285.34000;36.50800
5455;6.10340;-4545.93500;36.50800
5456;-0.61034;-5501.45000;36.50800
5457;0.00000;-5791.00000;36.50800
5458;9.76544;-7122.93000;36.50800
5459;23.49809;-8194.26500;36.50800
5460;-10.68095;-9555.15000;36.50800
5461;-16.78435;-11379.31500;36.50800
5462;-11.29129;-13493.03000;36.50800
5463;-1.22068;-14477.50000;36.50800
5464;-0.91551;-15693.61000;36.50800
5465;-4.57755;-17401.95500;36.50800
5466;2.44136;-18647.02000;36.50800
5467;5.18789;-19747.31000;36.50800
5468;6.40857;-20644.91500;36.50800
5469;11.90163;-21976.84500;36.50800
5470;28.99115;-22642.81000;36.50800
5471;36.01006;-22671.76500;36.50800
5472;27.77047;-24466.97500;36.50800
5473;1.22068;-26030.54500;36.50800
5474;-5.49306;-26812.33000;36.50800
5475;-6.71374;-28144.26000;36.50800
5476;-0.91551;-29070.82000;36.50800
5477;3.96721;-29563.05500;36.50800
5478;3.35687;-30634.39000;36.50800
5479;1.52585;-31097.67000;36.50800
5480;2.74653;-31184.53500;36.46400
5481;3.05170;-31734.68000;36.46400
5482;19.53088;-31705.72500;36.46400
5483;25.32911;-32400.64500;36.46400
5484;15.86884;-31995.27500;36.46400
5485;0.00000;-33095.56500;36.46400
5486;2.44136;-32863.92500;36.46400
5487;7.01891;-32487.51000;36.46400
5488;0.91551;-33182.43000;36.46400
5489;24.41360;-33153.47500;36.46400
5490;40.28244;-33356.16000;36.46400
5491;12.81714;-32111.09500;36.46400
5492;-10.37578;-32719.15000;36.46400
5493;-2.44136;-33182.43000;36.46400
5494;6.40857;-32834.97000;36.46400
5495;2.74653;-32400.64500;36.46400
5496;-5.18789;-32690.19500;36.46400
5497;-13.12231;-32950.79000;36.46400
5498;-10.37578;-32950.79000;36.46400
5499;1.22068;-32400.64500;36.46400
5500;3.05170;-33443.02500;36.46400
5501;0.30517;-33616.75500;36.46400
5502;-6.40857;-34282.72000;36.46400
5503;-10.68095;-34890.77500;36.46400
5504;5.49306;-35354.05500;36.46400
5505;3.96721;-36020.02000;36.46400
5506;-6.40857;-36135.84000;36.46400
5507;-12.20680;-36888.67000;36.46400
5508;-15.25850;-37612.54500;36.46400
5509;-12.51197;-37988.96000;36.46400
5510;-10.37578;-39205.07000;36.46400
5511;-7.62925;-39320.89000;36.46400
5512;-14.95333;-39407.75500;36.46400
5513;-9.76544;-39957.90000;36.46400
5514;5.49306;-40479.09000;36.46400
5515;14.95333;-40450.13500;36.46400
5516;28.99115;-41058.19000;36.46400
5517;49.13237;-41695.20000;36.46400
5518;79.64937;-42245.34500;36.46400
5519;92.16134;-42158.48000;36.46400
5520;107.41984;-43490.41000;36.46400
5521;131.52827;-44561.74500;36.46400
5522;160.51942;-45662.03500;36.46400
5523;146.78677;-46414.86500;36.46400
5524;131.22310;-46820.23500;36.46400
5525;132.74895;-48499.62500;36.46400
5526;158.38323;-49252.45500;36.46400
5527;171.81071;-50381.70000;36.46400
5528;182.79683;-50642.29500;36.46400
5529;187.98472;-51221.39500;36.46400
5530;188.59506;-51279.30500;36.46400
5531;159.90908;-50729.16000;36.46400
5532;112.60773;-51453.03500;36.46400
5533;45.16516;-51597.81000;36.46400
5534;10.07061;-52379.59500;36.46400
5535;-16.17401;-53306.15500;36.46400
5536;-39.97727;-53421.97500;36.46400
5537;-44.24965;-53132.42500;36.46400
5538;-38.75659;-51829.45000;36.46400
5539;-34.17904;-50063.19500;36.46400
