LP;ECG;IMP;Z0
3074;13.73265;11437.22500;36.40800
3075;9.15510;9033.96000;36.40800
3076;21.66707;6601.74000;36.40800
3077;33.87387;4632.80000;36.40800
3078;39.36693;2519.08500;36.40800
3079;32.95836;492.23500;36.40800
3080;21.66707;-1158.20000;36.40800
3081;13.42748;-2953.41000;36.40800
3082;10.68095;-4574.89000;36.40800
3083;20.44639;-6659.65000;36.40800
3084;49.74271;-8223.22000;36.40800
3085;32.65319;-8570.68000;36.40800
3086;5.79823;-11292.45000;36.40800
3087;-4.27238;-12971.84000;36.40800
3088;3.05170;-14709.14000;36.40800
3089;16.47918;-15954.20500;36.40800
3090;22.27741;-17112.40500;36.40800
3091;37.23074;-18328.51500;36.40800
3092;31.73768;-19110.30000;36.40800
3093;16.47918;-19718.35500;36.40800
3094;0.00000;-20876.55500;36.40800
3095;2.13619;-21832.07000;36.40800
3096;9.76544;-22961.31500;36.40800
3097;25.02394;-22758.63000;36.40800
3098;33.26353;-24322.20000;36.40800
3099;32.65319;-24901.30000;36.40800
3100;25.63428;-25712.04000;36.40800
3101;16.17401;-26406.96000;36.40800
3102;4.57755;-27072.92500;36.40800
3103;17.39469;-27507.25000;36.40800
3104;11.59646;-28202.17000;36.40800
3105;7.93442;-28781.27000;36.40800
3106;8.54476;-29649.92000;36.40800
3107;13.73265;-30489.61500;36.40800
3108;6.71374;-31416.17500;36.40800
3109;2.74653;-32284.82500;36.40800
3110;-5.18789;-33037.65500;36.40800
3111;9.76544;-34398.54000;36.40800
3112;4.88272;-34774.95500;36.42000
3113;-2.74653;-35933.15500;36.42000
3114;-9.76544;-37844.18500;36.42000
3115;2.13619;-39205.07000;36.42000
3116;7.32408;-41029.23500;36.42000
3117;0.91551;-42013.70500;36.42000
3118;7.93442;-43548.32000;36.42000
3119;6.71374;-44619.65500;36.42000
3120;-4.57755;-46125.31500;36.42000
3121;-1.52585;-47109.78500;36.42000
3122;12.81714;-48818.13000;36.42000
3123;33.56870;-49368.27500;36.42000
3124;54.32026;-51221.39500;36.42000
3125;66.52706;-51945.27000;36.42000
3126;91.55100;-53566.75000;36.42000
3127;126.34038;-54985.54500;36.42000
3128;151.66949;-55651.51000;36.42000
3129;152.58500;-56549.11500;36.42000
3130;142.51439;-58807.60500;36.42000
3131;138.54718;-60631.77000;36.42000
3132;146.78677;-62224.29500;36.42000
3133;173.64173;-63440.40500;36.42000
3134;203.54839;-64395.92000;36.42000
3135;203.54839;-65119.79500;36.42000
3136;196.22431;-66422.77000;36.42000
3137;178.52445;-67291.42000;36.42000
3138;159.29874;-67638.88000;36.42000
3139;165.70731;-67609.92500;36.42000
3140;166.92799;-67957.38500;36.42000
3141;89.71998;-68044.25000;36.42000
3142;25.32911;-68015.29500;36.42000
3143;-18.00503;-68507.53000;36.42000
3144;-35.39972;-68217.98000;36.42000
3145;-45.77550;-67552.01500;36.42000
3146;-42.11346;-66857.09500;36.42000
3147;-18.31020;-65698.89500;36.42000
3148;5.49306;-64222.19000;36.42000
3149;-11.59646;-63063.99000;36.42000
3150;-38.14625;-61876.83500;36.42000
3151;-46.38584;-60979.23000;36.42000
3152;-36.31523;-60631.77000;36.42000
3153;-27.46530;-60429.08500;36.42000
3154;-15.86884;-59184.02000;36.42000
3155;-14.95333;-58431.19000;36.42000
3156;-22.27741;-58228.50500;36.42000
3157;-24.10843;-57128.21500;36.42000
3158;-31.43251;-56114.79000;36.42000
3159;-30.21183;-54811.81500;36.42000
3160;-26.24462;-53219.29000;36.42000
3161;-10.68095;-50121.10500;36.42000
3162;-2.13619;-46617.55000;36.42000
3163;-23.19292;-41839.97500;36.42000
3164;-43.63931;-37207.17500;36.42000
3165;-46.08067;-31763.63500;36.42000
3166;-32.34802;-25567.26500;36.42000
3167;-25.63428;-19573.58000;36.42000
3168;-8.23959;-12740.20000;36.42000
3169;-2.44136;-6051.59500;36.42000
3170;-21.66707;579.10000;36.42000
3171;-42.72380;6949.20000;36.42000
3172;-48.52203;12653.33500;36.42000
3173;-39.97727;18733.88500;36.42000
3174;-30.82217;23887.87500;36.42000
3175;-28.68598;28578.58500;36.42000
3176;-26.24462;33414.07000;36.50400
3177;-5.79823;38336.42000;36.50400
3178;-1.22068;43200.86000;36.50400
3179;-40.28244;47080.83000;36.50400
3180;-58.59264;50323.79000;36.50400
3181;-59.50815;54551.22000;36.50400
3182;-54.01509;57910.00000;36.50400
3183;-45.16516;61297.73500;36.50400
3184;-24.41360;64366.96500;36.50400
3185;-9.15510;67320.37500;36.50400
3186;-20.44639;69520.95500;36.50400
3187;-46.08067;70997.66000;36.50400
3188;-56.45645;71518.85000;36.50400
3189;-50.35305;72155.86000;36.50400
3190;-38.14625;72937.64500;36.50400
3191;-32.04285;73285.10500;36.50400
3192;-17.08952;73024.51000;36.50400
3193;-8.84993;72677.05000;36.50400
3194;-12.81714;71924.22000;36.50400
3195;-25.93945;70968.70500;36.50400
3196;-18.31020;69434.09000;36.50400
3197;4.27238;68015.29500;36.50400
3198;14.34299;67088.73500;36.50400
3199;9.76544;65640.98500;36.50400
3200;-7.62925;63324.58500;36.50400
3201;-9.76544;61616.24000;36.50400
3202;-0.30517;58836.56000;36.50400
3203;12.51197;56172.70000;36.50400
3204;25.32911;53682.57000;36.50400
3205;21.05673;50700.20500;36.50400
3206;19.83605;48036.34500;36.50400
3207;17.69986;44156.37500;36.50400
3208;18.31020;41492.51500;36.50400
3209;19.83605;38828.65500;36.50400
3210;30.21183;36048.97500;36.50400
3211;38.14625;32892.88000;36.50400
3212;37.23074;29997.38000;36.50400
3213;15.25850;27362.47500;36.50400
3214;3.66204;24206.38000;36.50400
3215;5.79823;21861.02500;36.50400
3216;22.88775;19226.12000;36.50400
3217;27.46530;18299.56000;36.50400
3218;13.12231;16127.93500;36.50400
3219;-1.52585;14158.99500;36.50400
3220;7.32408;12363.78500;36.50400
3221;16.78435;11060.81000;36.50400
3222;15.25850;9352.46500;36.50400
3223;11.90163;7962.62500;36.50400
3224;29.60149;6862.33500;36.50400
3225;34.78938;6283.23500;36.50400
3226;13.73265;5704.13500;36.50400
3227;-3.96721;5240.85500;36.50400
3228;1.22068;4893.39500;36.50400
3229;15.56367;5848.91000;36.50400
3230;34.17904;6167.41500;36.50400
3231;11.90163;7528.30000;36.50400
3232;-4.88272;7962.62500;36.50400
3233;-3.05170;8744.41000;36.50400
3234;14.64816;9352.46500;36.50400
3235;16.78435;10481.71000;36.50400
3236;11.90163;10221.11500;36.50400
3237;7.93442;10279.02500;36.50400
3238;0.00000;9815.74500;36.50400
3239;-3.05170;9873.65500;36.50400
3240;9.15510;8744.41000;36.41200
3241;16.17401;8483.81500;36.41200
3242;7.32408;8281.13000;36.41200
3243;5.18789;7875.76000;36.41200
3244;5.18789;7470.39000;36.41200
3245;-2.74653;7036.06500;36.41200
3246;-10.07061;6833.38000;36.41200
3247;-0.61034;6485.92000;36.41200
3248;11.29129;6630.69500;36.41200
3249;10.98612;6456.96500;36.41200
3250;3.96721;6167.41500;36.41200
3251;0.30517;5588.31500;36.41200
3252;2.13619;5877.86500;36.41200
3253;7.32408;4835.48500;36.41200
3254;13.73265;4227.43000;36.41200
3255;17.39469;3011.32000;36.41200
3256;36.62040;2548.04000;36.41200
3257;39.97727;1476.70500;36.41200
3258;17.69986;608.05500;36.41200
3259;-1.52585;-260.59500;36.41200
3260;1.83102;-2055.80500;36.41200
3261;20.14122;-2779.68000;36.41200
3262;41.80829;-3271.91500;36.41200
3263;30.51700;-4545.93500;36.41200
3264;0.00000;-5993.68500;36.41200
3265;-1.52585;-7673.07500;36.41200
3266;4.27238;-9265.60000;36.41200
3267;29.29632;-10047.38500;36.41200
3268;40.58761;-11205.58500;36.41200
3269;18.00503;-11987.37000;36.41200
3270;-2.74653;-13174.52500;36.41200
3271;0.61034;-14245.86000;36.41200
3272;4.27238;-14824.96000;36.41200
3273;10.37578;-14882.87000;36.41200
3274;9.76544;-15490.92500;36.41200
3275;7.93442;-16070.02500;36.41200
3276;8.23959;-16041.07000;36.41200
3277;14.03782;-16156.89000;36.41200
3278;15.86884;-16156.89000;36.41200
3279;12.51197;-16098.98000;36.41200
3280;24.41360;-15809.43000;36.41200
3281;28.38081;-15983.16000;36.41200
3282;18.92054;-16098.98000;36.41200
3283;6.71374;-15867.34000;36.41200
3284;8.23959;-16446.44000;36.41200
3285;25.32911;-16330.62000;36.41200
3286;18.31020;-16272.71000;36.41200
3287;21.66707;-16504.35000;36.41200
3288;4.57755;-17401.95500;36.41200
3289;-1.22068;-17546.73000;36.41200
3290;-0.30517;-18183.74000;36.41200
3291;2.74653;-18618.06500;36.41200
3292;-1.83102;-18762.84000;36.41200
3293;5.18789;-19747.31000;36.41200
3294;1.83102;-19949.99500;36.41200
3295;4.27238;-20934.46500;36.41200
3296;-1.22068;-21832.07000;36.41200
3297;3.96721;-22990.27000;36.41200
3298;10.07061;-24148.47000;36.41200
3299;-5.49306;-25103.98500;36.41200
3300;-18.61537;-26580.69000;36.41200
3301;-18.31020;-27854.71000;36.41200
3302;-10.68095;-28810.22500;36.41200
3303;-1.52585;-30663.34500;36.41200
3304;0.91551;-31763.63500;36.44400
3305;-4.27238;-32342.73500;36.44400
3306;6.40857;-34051.08000;36.44400
3307;29.60149;-35093.46000;36.44400
3308;57.67713;-36743.89500;36.44400
3309;85.14243;-37786.27500;36.44400
3310;78.12352;-39465.66500;36.44400
3311;86.36311;-41347.74000;36.44400
3312;109.86120;-43258.77000;36.44400
3313;144.04024;-44416.97000;36.44400
3314;161.12976;-46212.18000;36.44400
3315;146.17643;-48528.58000;36.44400
3316;147.09194;-50236.92500;36.44400
3317;153.80568;-51655.72000;36.44400
3318;166.62282;-53856.30000;36.44400
3319;172.42105;-54782.86000;36.44400
3320;180.66064;-56085.83500;36.44400
3321;175.47275;-56056.88000;36.44400
3322;162.96078;-56925.53000;36.44400
3323;171.20037;-57562.54000;36.44400
3324;173.33656;-57533.58500;36.44400
3325;77.51318;-57765.22500;36.44400
3326;9.46027;-57620.45000;36.44400
3327;-36.31523;-58518.05500;36.44400
3328;-55.23577;-58460.14500;36.44400
3329;-55.23577;-58170.59500;36.44400
3330;-43.02897;-57272.99000;36.44400
3331;-47.30135;-55767.33000;36.44400
3332;-46.08067;-54551.22000;36.44400
3333;-42.11346;-52900.78500;36.44400
3334;-38.45142;-52147.95500;36.44400
3335;-37.53591;-51308.26000;36.44400
3336;-30.21183;-50092.15000;36.44400
3337;-20.75156;-49252.45500;36.44400
3338;-17.08952;-48702.31000;36.44400
3339;-26.54979;-47949.48000;36.44400
3340;-35.70489;-47080.83000;36.44400
3341;-40.28244;-46096.36000;36.44400
3342;-40.89278;-45169.80000;36.44400
3343;-30.21183;-43751.00500;36.44400
3344;-8.84993;-41782.06500;36.44400
3345;-11.90163;-38857.61000;36.44400
3346;-35.09455;-35469.87500;36.44400
3347;-50.35305;-31908.41000;36.44400
3348;-49.43754;-27101.88000;36.44400
3349;-36.92557;-21745.20500;36.44400
3350;-22.88775;-16127.93500;36.44400
3351;-21.05673;-9526.19500;36.44400
3352;-41.80829;-3706.24000;36.44400
3353;-44.24965;2461.17500;36.44400
3354;-38.75659;7962.62500;36.44400
3355;-29.60149;14274.81500;36.44400
3356;-33.26353;19515.67000;36.44400
3357;-36.01006;25422.49000;36.44400
3358;-39.36693;29968.42500;36.44400
3359;-42.72380;35209.28000;36.44400
3360;-39.36693;39726.26000;36.44400
3361;-36.01006;44851.29500;36.44400
3362;-30.51700;48904.99500;36.44400
3363;-24.41360;53682.57000;36.44400
3364;-32.34802;57881.04500;36.44400
3365;-48.82720;61847.88000;36.44400
3366;-55.84611;64366.96500;36.44400
3367;-52.18407;67494.10500;36.44400
3368;-37.23074;69839.46000;36.49200
3369;-35.09455;71808.40000;36.49200
3370;-36.31523;73632.56500;36.49200
3371;-40.58761;74530.17000;36.49200
3372;-47.30135;74617.03500;36.49200
3373;-47.30135;75630.46000;36.49200
3374;-43.94448;74819.72000;36.49200
3375;-41.50312;74211.66500;36.49200
3376;-32.04285;73893.16000;36.49200
3377;-20.44639;73574.65500;36.49200
3378;-24.10843;72474.36500;36.49200
3379;-27.16013;71982.13000;36.49200
3380;-24.10843;70013.19000;36.49200
3381;-15.56367;68854.99000;36.49200
3382;4.57755;66915.00500;36.49200
3383;4.57755;64395.92000;36.49200
3384;0.00000;62919.21500;36.49200
3385;-9.15510;60371.17500;36.49200
3386;-11.29129;59010.29000;36.49200
3387;3.66204;56896.57500;36.49200
3388;27.46530;55043.45500;36.49200
3389;42.11346;53161.38000;36.49200
3390;21.05673;50207.97000;36.49200
3391;-1.52585;48933.95000;36.49200
3392;-1.22068;45372.48500;36.49200
3393;8.23959;43490.41000;36.49200
3394;9.15510;40160.58500;36.49200
3395;10.98612;38568.06000;36.49200
3396;13.42748;36106.88500;36.49200
3397;20.14122;33327.20500;36.49200
3398;19.22571;31184.53500;36.49200
3399;20.44639;29389.32500;36.49200
3400;22.88775;26783.37500;36.49200
3401;18.31020;24930.25500;36.49200
3402;29.29632;22063.71000;36.49200
3403;23.80326;21021.33000;36.49200
3404;3.05170;18907.61500;36.49200
3405;0.00000;17083.45000;36.49200
3406;0.91551;15288.24000;36.49200
3407;6.71374;13406.16500;36.49200
3408;13.12231;12595.42500;36.49200
3409;23.19292;11668.86500;36.49200
3410;24.41360;10829.17000;36.49200
3411;8.23959;10771.26000;36.49200
3412;2.44136;10452.75500;36.49200
3413;-0.91551;10597.53000;36.49200
3414;-6.71374;10163.20500;36.49200
3415;-5.18789;10858.12500;36.49200
3416;1.83102;10829.17000;36.49200
3417;9.76544;11582.00000;36.49200
3418;14.95333;12305.87500;36.49200
3419;14.03782;12798.11000;36.49200
3420;8.23959;12392.74000;36.49200
3421;-0.91551;12132.14500;36.49200
3422;6.71374;11958.41500;36.49200
3423;10.37578;11437.22500;36.49200
3424;9.76544;11350.36000;36.49200
3425;6.40857;10771.26000;36.49200
3426;7.93442;10076.34000;36.49200
3427;-5.18789;9902.61000;36.49200
3428;-5.79823;9555.15000;36.49200
3429;16.47918;9323.51000;36.49200
3430;9.15510;9815.74500;36.49200
3431;-4.57755;8541.72500;36.49200
3432;-6.71374;8599.63500;36.40000
3433;-2.44136;7817.85000;36.40000
3434;7.01891;7093.97500;36.40000
3435;13.73265;6572.78500;36.40000
3436;6.40857;5472.49500;36.40000
3437;19.53088;3561.46500;36.40000
3438;18.00503;2142.67000;36.40000
3439;6.71374;868.65000;36.40000
3440;-1.52585;-1274.02000;36.40000
3441;-1.83102;-2548.04000;36.40000
3442;10.98612;-4256.38500;36.40000
3443;14.34299;-5935.77500;36.40000
3444;18.31020;-7325.61500;36.40000
3445;31.12734;-8339.04000;36.40000
3446;23.19292;-9323.51000;36.40000
3447;17.69986;-10944.99000;36.40000
3448;8.84993;-12305.87500;36.40000
3449;4.88272;-13203.48000;36.40000
3450;12.81714;-15288.24000;36.40000
3451;37.23074;-17112.40500;36.40000
3452;28.07564;-17720.46000;36.40000
3453;7.32408;-19110.30000;36.40000
3454;-3.35687;-19978.95000;36.40000
3455;-1.83102;-21166.10500;36.40000
3456;16.78435;-22555.94500;36.40000
3457;35.70489;-23337.73000;36.40000
3458;32.65319;-24640.70500;36.40000
3459;4.27238;-25827.86000;36.40000
3460;-3.96721;-26870.24000;36.40000
3461;0.61034;-27738.89000;36.40000
3462;2.74653;-28144.26000;36.40000
3463;3.96721;-29331.41500;36.40000
3464;12.51197;-29910.51500;36.40000
3465;14.03782;-30344.84000;36.40000
3466;9.46027;-30721.25500;36.40000
3467;7.32408;-31531.99500;36.40000
3468;14.95333;-32111.09500;36.40000
3469;39.06176;-31358.26500;36.40000
3470;50.96339;-31995.27500;36.40000
3471;17.08952;-32284.82500;36.40000
3472;-14.64816;-32487.51000;36.40000
3473;-18.61537;-32226.91500;36.40000
3474;-9.46027;-33182.43000;36.40000
3475;3.05170;-33790.48500;36.40000
3476;5.18789;-34340.63000;36.40000
3477;-10.07061;-34080.03500;36.40000
3478;-8.23959;-35267.19000;36.40000
3479;-6.10340;-36338.52500;36.40000
3480;-12.51197;-37525.68000;36.40000
3481;-7.01891;-38452.24000;36.40000
3482;11.29129;-39928.94500;36.40000
3483;6.71374;-40971.32500;36.40000
3484;-16.17401;-42476.98500;36.40000
3485;-10.07061;-43461.45500;36.40000
3486;-2.74653;-44590.70000;36.40000
3487;-15.56367;-44735.47500;36.40000
3488;-23.80326;-45690.99000;36.40000
3489;-10.37578;-46530.68500;36.40000
3490;3.96721;-46965.01000;36.40000
3491;16.17401;-46965.01000;36.40000
3492;46.08067;-47833.66000;36.40000
3493;70.18910;-48267.98500;36.40000
3494;80.56488;-49252.45500;36.40000
3495;84.83726;-49976.33000;36.40000
3496;118.40596;-51105.57500;36.45600
3497;145.26092;-51655.72000;36.45600
3498;152.27983;-52698.10000;36.45600
3499;152.89017;-54493.31000;36.45600
3500;161.74010;-55477.78000;36.45600
3501;173.94690;-56549.11500;36.45600
3502;183.10200;-57736.27000;36.45600
3503;170.59003;-58025.82000;36.45600
3504;168.75901;-59444.61500;36.45600
3505;172.72622;-59965.80500;36.45600
3506;160.51942;-59965.80500;36.45600
3507;157.46772;-60718.63500;36.45600
3508;157.16255;-61008.18500;36.45600
3509;86.05794;-61500.42000;36.45600
3510;21.05673;-61761.01500;36.45600
3511;-27.46530;-62195.34000;36.45600
3512;-48.21686;-62658.62000;36.45600
3513;-45.77550;-62542.80000;36.45600
3514;-29.90666;-61558.33000;36.45600
3515;-28.99115;-60255.35500;36.45600
3516;-40.28244;-58749.69500;36.45600
3517;-47.91169;-56259.56500;36.45600
3518;-42.72380;-54956.59000;36.45600
3519;-39.36693;-53769.43500;36.45600
3520;-20.75156;-51597.81000;36.45600
3521;-25.63428;-49773.64500;36.45600
3522;-41.50312;-48644.40000;36.45600
3523;-45.47033;-47775.75000;36.45600
3524;-38.45142;-47080.83000;36.45600
3525;-30.21183;-46038.45000;36.45600
3526;-21.97224;-45111.89000;36.45600
3527;-22.27741;-43924.73500;36.45600
3528;-34.48421;-41347.74000;36.45600
3529;-38.75659;-39118.20500;36.45600
3530;-48.21686;-36309.57000;36.45600
3531;-46.08067;-32169.00500;36.45600
3532;-35.09455;-28723.36000;36.45600
3533;-24.71877;-23540.41500;36.45600
3534;-28.07564;-18820.75000;36.45600
3535;-42.72380;-13000.79500;36.45600
3536;-49.43754;-7673.07500;36.45600
3537;-44.55482;-2461.17500;36.45600
3538;-17.08952;3995.79000;36.45600
3539;-26.54979;9613.06000;36.45600
3540;-51.57373;14506.45500;36.45600
3541;-56.15128;19139.25500;36.45600
3542;-52.48924;23250.86500;36.45600
3543;-40.58761;27536.20500;36.45600
3544;-30.82217;31271.40000;36.45600
3545;-25.63428;35933.15500;36.45600
3546;-43.02897;39176.11500;36.45600
3547;-48.82720;42071.61500;36.45600
3548;-46.38584;45314.57500;36.45600
3549;-39.97727;48152.16500;36.45600
3550;-42.72380;50584.38500;36.45600
3551;-46.08067;53306.15500;36.45600
3552;-40.58761;54724.95000;36.45600
3553;-54.93060;56751.80000;36.45600
3554;-44.24965;57910.00000;36.45600
3555;-36.92557;59270.88500;36.45600
3556;-43.63931;60689.68000;36.45600
3557;-60.11849;60515.95000;36.45600
3558;-62.55985;61268.78000;36.45600
3559;-53.40475;60979.23000;36.45600
3560;-36.31523;61413.55500;36.49600
3561;-25.93945;61326.69000;36.49600
3562;-16.17401;61297.73500;36.49600
3563;-7.32408;61210.87000;36.49600
3564;-14.34299;60197.44500;36.49600
3565;-23.49809;59299.84000;36.49600
3566;-28.68598;57678.36000;36.49600
3567;-16.47918;55912.10500;36.49600
3568;11.90163;54319.58000;36.49600
3569;20.44639;52813.92000;36.49600
3570;5.49306;50555.43000;36.49600
3571;-10.07061;47399.33500;36.49600
3572;-3.66204;44851.29500;36.49600
3573;-1.83102;42621.76000;36.49600
3574;8.54476;39581.48500;36.49600
3575;22.58258;36338.52500;36.49600
3576;18.92054;33095.56500;36.49600
3577;4.27238;29939.47000;36.49600
3578;-2.13619;26435.91500;36.49600
3579;7.93442;22990.27000;36.49600
3580;14.03782;19341.94000;36.49600
3581;15.86884;16156.89000;36.49600
3582;27.46530;13290.34500;36.49600
3583;41.19795;9989.47500;36.49600
3584;18.00503;7296.66000;36.49600
3585;-6.71374;4632.80000;36.49600
3586;-10.07061;1274.02000;36.49600
3587;-3.05170;-1129.24500;36.49600
3588;13.12231;-3329.82500;36.49600
3589;40.28244;-5038.17000;36.49600
3590;28.07564;-6920.24500;36.49600
3591;2.44136;-10279.02500;36.49600
3592;-7.93442;-12653.33500;36.49600
3593;-3.35687;-14911.82500;36.49600
3594;2.44136;-16967.63000;36.49600
3595;-0.61034;-18386.42500;36.49600
3596;4.27238;-20007.90500;36.49600
3597;21.36190;-21339.83500;36.49600
3598;18.00503;-21861.02500;36.49600
3599;-4.57755;-23106.09000;36.49600
3600;-20.75156;-23974.74000;36.49600
3601;-12.20680;-24293.24500;36.49600
3602;-2.74653;-25596.22000;36.49600
3603;-4.57755;-25914.72500;36.49600
3604;-2.13619;-26928.15000;36.49600
3605;17.39469;-27999.48500;36.49600
3606;41.80829;-28549.63000;36.49600
3607;14.03782;-29244.55000;36.49600
3608;-23.49809;-30547.52500;36.49600
3609;-27.16013;-32487.51000;36.49600
3610;-15.86884;-33500.93500;36.49600
3611;-12.20680;-34282.72000;36.49600
3612;7.93442;-35006.59500;36.49600
3613;24.10843;-35267.19000;36.49600
3614;12.20680;-35788.38000;36.49600
3615;-9.46027;-35962.11000;36.49600
3616;-24.10843;-37207.17500;36.49600
3617;-14.34299;-37670.45500;36.49600
3618;2.13619;-38249.55500;36.49600
3619;11.90163;-38452.24000;36.49600
3620;-1.22068;-38597.01500;36.49600
3621;11.90163;-39726.26000;36.49600
3622;5.79823;-40623.86500;36.49600
3623;-5.79823;-42071.61500;36.49600
3624;-3.66204;-43490.41000;36.42800
3625;0.61034;-44416.97000;36.42800
3626;15.86884;-45430.39500;36.42800
3627;45.16516;-46472.77500;36.42800
3628;36.31523;-47167.69500;36.42800
3629;6.40857;-48036.34500;36.42800
3630;-5.79823;-49426.18500;36.42800
3631;-6.40857;-50700.20500;36.42800
3632;4.27238;-51105.57500;36.42800
3633;11.29129;-51771.54000;36.42800
3634;8.23959;-52263.77500;36.42800
3635;7.93442;-52669.14500;36.42800
3636;13.73265;-53740.48000;36.42800
3637;19.53088;-53624.66000;36.42800
3638;6.40857;-54406.44500;36.42800
3639;13.12231;-54695.99500;36.42800
3640;30.51700;-54811.81500;36.42800
3641;16.78435;-55043.45500;36.42800
3642;4.57755;-55390.91500;36.42800
3643;-4.57755;-55072.41000;36.42800
3644;13.42748;-55419.87000;36.42800
3645;26.54979;-54580.17500;36.42800
3646;17.69986;-54377.49000;36.42800
3647;-6.71374;-54116.89500;36.42800
3648;-16.47918;-54406.44500;36.42800
3649;-8.84993;-53943.16500;36.42800
3650;8.23959;-53827.34500;36.42800
3651;10.37578;-53595.70500;36.42800
3652;17.69986;-54087.94000;36.42800
3653;25.93945;-53045.56000;36.42800
3654;18.31020;-52495.41500;36.42800
3655;5.18789;-52379.59500;36.42800
3656;9.46027;-52987.65000;36.42800
3657;5.49306;-52669.14500;36.42800
3658;-7.32408;-52147.95500;36.42800
3659;-14.03782;-52495.41500;36.42800
3660;-7.32408;-52756.01000;36.42800
3661;6.71374;-52756.01000;36.42800
3662;-2.74653;-53219.29000;36.42800
3663;-10.98612;-53624.66000;36.42800
3664;-16.47918;-54464.35500;36.42800
3665;-18.61537;-54840.77000;36.42800
3666;-14.95333;-55998.97000;36.42800
3667;-14.03782;-57041.35000;36.42800
3668;-12.51197;-58344.32500;36.42800
3669;4.88272;-58952.38000;36.42800
3670;9.15510;-60081.62500;36.42800
3671;-0.91551;-61413.55500;36.42800
3672;-23.49809;-62079.52000;36.42800
3673;-25.93945;-63179.81000;36.42800
3674;3.35687;-64193.23500;36.42800
3675;46.69101;-64598.60500;36.42800
3676;60.11849;-65612.03000;36.42800
3677;50.96339;-66220.08500;36.42800
3678;50.65822;-67059.78000;36.42800
3679;72.63046;-67667.83500;36.42800
3680;114.13358;-68883.94500;36.42800
3681;150.75398;-68826.03500;36.42800
3682;159.90908;-69520.95500;36.42800
3683;162.96078;-70737.06500;36.42800
3684;181.88132;-71866.31000;36.42800
3685;181.57615;-72590.18500;36.42800
3686;171.20037;-73169.28500;36.42800
3687;155.33153;-73806.29500;36.42800
3688;164.79180;-74588.08000;36.50800
3689;171.50554;-74182.71000;36.50800
3690;172.72622;-73980.02500;36.50800
3691;176.08309;-73864.20500;36.50800
3692;149.53330;-72763.91500;36.50800
3693;70.49427;-73922.11500;36.50800
3694;16.17401;-73574.65500;36.50800
3695;-22.27741;-73980.02500;36.50800
3696;-36.92557;-74559.12500;36.50800
3697;-39.06176;-74008.98000;36.50800
3698;-51.87890;-73835.25000;36.50800
3699;-49.43754;-72850.78000;36.50800
3700;-43.33414;-71547.80500;36.50800
3701;-32.04285;-70244.83000;36.50800
3702;-29.29632;-68970.81000;36.50800
3703;-21.97224;-67465.15000;36.50800
3704;-22.88775;-66596.50000;36.50800
3705;-36.62040;-65901.58000;36.50800
3706;-36.62040;-65264.57000;36.50800
3707;-35.70489;-64424.87500;36.50800
3708;-42.72380;-63816.82000;36.50800
3709;-39.06176;-63411.45000;36.50800
3710;-36.31523;-62050.56500;36.50800
3711;-30.82217;-59965.80500;36.50800
3712;-28.99115;-58402.23500;36.50800
3713;-31.12734;-55506.73500;36.50800
3714;-36.62040;-52147.95500;36.50800
3715;-34.17904;-47833.66000;36.50800
3716;-23.49809;-43577.27500;36.50800
3717;-35.09455;-37467.77000;36.50800
3718;-44.85999;-31618.86000;36.50800
3719;-17.39469;-25625.17500;36.50800
3720;-33.56870;-19486.71500;36.50800
3721;-53.09958;-12942.88500;36.50800
3722;-63.47536;-7007.11000;36.50800
3723;-54.93060;-1447.75000;36.50800
3724;-44.24965;5067.12500;36.50800
3725;-28.07564;11379.31500;36.50800
3726;-26.54979;17170.31500;36.50800
3727;-41.80829;22642.81000;36.50800
3728;-55.54094;27130.83500;36.50800
3729;-51.87890;31850.50000;36.50800
3730;-47.91169;36338.52500;36.50800
3731;-46.99618;41174.01000;36.50800
3732;-38.45142;45604.12500;36.50800
3733;-24.10843;49831.55500;36.50800
3734;-16.17401;53740.48000;36.50800
3735;-25.63428;57215.08000;36.50800
3736;-56.45645;60400.13000;36.50800
3737;-75.37699;62658.62000;36.50800
3738;-65.30638;65177.70500;36.50800
3739;-58.28747;67030.82500;36.50800
3740;-50.96339;68044.25000;36.50800
3741;-47.91169;69578.86500;36.50800
3742;-40.58761;70534.38000;36.50800
3743;-20.44639;70852.88500;36.50800
3744;-6.40857;71345.12000;36.50800
3745;-24.10843;70823.93000;36.50800
3746;-41.80829;69694.68500;36.50800
3747;-36.62040;68623.35000;36.50800
3748;-24.71877;66972.91500;36.50800
3749;-15.25850;65235.61500;36.50800
3750;-24.41360;63874.73000;36.50800
3751;-23.49809;61616.24000;36.50800
3752;-0.30517;59357.75000;36.51600
3753;25.32911;56867.62000;36.51600
3754;13.12231;54609.13000;36.51600
3755;-7.01891;52119.00000;36.51600
3756;-8.23959;48933.95000;36.51600
3757;1.52585;46212.18000;36.51600
3758;13.73265;43403.54500;36.51600
3759;36.92557;40913.41500;36.51600
3760;37.23074;37757.32000;36.51600
3761;10.37578;35325.10000;36.51600
3762;-11.29129;31966.32000;36.51600
3763;-14.34299;28057.39500;36.51600
3764;-6.10340;24959.21000;36.51600
3765;6.10340;22295.35000;36.51600
3766;25.63428;19428.80500;36.51600
3767;26.24462;17459.86500;36.51600
3768;16.17401;15172.42000;36.51600
3769;7.32408;13406.16500;36.51600
