ECG,IMP,Z0
28.68598,45343.53000,44.28800
27.16013,43953.69000,44.28800
26.54979,42332.21000,44.28800
25.63428,40102.67500,44.28800
22.88775,36657.03000,44.28800
21.66707,33240.34000,44.28800
21.97224,29592.01000,44.28800
14.64816,26957.10500,44.28800
13.73265,23772.05500,44.28800
16.47918,21716.25000,44.28800
14.95333,20789.69000,44.28800
15.86884,20615.96000,44.28800
17.69986,18994.48000,44.28800
15.25850,17025.54000,44.28800
14.34299,15027.64500,44.28800
4.57755,11958.41500,44.28800
1.52585,9178.73500,44.28800
3.66204,6138.46000,44.28800
11.59646,3271.91500,44.28800
11.59646,665.96500,44.28800
1.52585,-2026.85000,44.28800
0.30517,-5298.76500,44.28800
3.35687,-7730.98500,44.28800
-1.22068,-11147.67500,44.28800
-4.27238,-13145.57000,44.26000
-2.44136,-15143.46500,44.26000
-1.22068,-16591.21500,44.26000
3.35687,-18415.38000,44.26000
8.23959,-20152.68000,44.26000
11.59646,-21310.88000,44.26000
17.69986,-22353.26000,44.26000
14.64816,-23627.28000,44.26000
7.32408,-25654.13000,44.26000
12.51197,-27652.02500,44.26000
22.27741,-29186.64000,44.26000
19.83605,-31271.40000,44.26000
13.12231,-34369.58500,44.26000
12.51197,-37120.31000,44.26000
15.86884,-40971.32500,44.26000
14.64816,-43635.18500,44.26000
2.13619,-46965.01000,44.26000
2.13619,-50121.10500,44.26000
6.71374,-54203.76000,44.26000
8.54476,-57649.40500,44.26000
6.10340,-62282.20500,44.26000
8.23959,-66857.09500,44.26000
9.46027,-71460.94000,44.26000
3.05170,-76412.24500,44.26000
-4.27238,-81797.87500,44.26000
-7.62925,-86633.36000,44.26000
-4.88272,-91584.66500,44.26000
-8.23959,-96101.64500,44.26000
-4.27238,-101776.82500,44.26000
2.44136,-107452.00500,44.26000
-3.66204,-112055.85000,44.26000
-11.29129,-117296.70500,44.26000
-13.42748,-122508.60500,44.26000
-10.68095,-127344.09000,44.26000
-3.05170,-131687.34000,44.26000
8.84993,-135654.17500,44.26000
12.20680,-139447.28000,44.26000
7.93442,-143240.38500,44.26000
5.18789,-145440.96500,44.26000
2.13619,-148452.28500,44.26000
3.66204,-150768.68500,44.26000
8.54476,-153287.77000,44.26000
7.62925,-155546.26000,44.26000
4.57755,-156791.32500,44.26000
0.30517,-159715.78000,44.26000
3.96721,-161163.53000,44.26000
8.54476,-163219.33500,44.26000
11.29129,-164174.85000,44.26000
12.81714,-166317.52000,44.26000
10.98612,-168054.82000,44.26000
1.83102,-168952.42500,44.26000
1.83102,-170284.35500,44.26000
2.13619,-171674.19500,44.26000
7.93442,-172861.35000,44.26000
10.68095,-173614.18000,44.26000
3.66204,-174251.19000,44.26000
-12.20680,-175988.49000,44.26000
-12.51197,-176712.36500,44.26000
-8.54476,-176596.54500,44.26000
-8.23959,-176306.99500,44.26000
-7.93442,-176828.18500,44.26000
-2.74653,-177204.60000,44.26000
-0.61034,-177001.91500,44.26000
-1.22068,-176567.59000,44.26000
5.18789,-176857.14000,44.34800
6.71374,-177088.78000,44.34800
1.22068,-176741.32000,44.34800
1.22068,-175641.03000,44.34800
2.74653,-175293.57000,44.34800
4.57755,-175177.75000,44.34800
8.23959,-174193.28000,44.34800
4.88272,-172919.26000,44.34800
4.88272,-172137.47500,44.34800
4.88272,-171703.15000,44.34800
8.23959,-170197.49000,44.34800
7.62925,-169386.75000,44.34800
6.71374,-168662.87500,44.34800
9.76544,-168373.32500,44.34800
5.79823,-168054.82000,44.34800
0.30517,-167707.36000,44.34800
3.05170,-168402.28000,44.34800
8.23959,-168981.38000,44.34800
5.18789,-169155.11000,44.34800
1.52585,-170081.67000,44.34800
-1.83102,-170515.99500,44.34800
-2.74653,-171095.09500,44.34800
-7.32408,-172224.34000,44.34800
-15.25850,-173324.63000,44.34800
-10.37578,-174627.60500,44.34800
-3.35687,-174482.83000,44.34800
-0.91551,-175032.97500,44.34800
-4.27238,-174656.56000,44.34800
-3.35687,-175235.66000,44.34800
-3.96721,-175669.98500,44.34800
2.74653,-175756.85000,44.34800
6.10340,-175669.98500,44.34800
-3.05170,-175959.53500,44.34800
-4.57755,-176451.77000,44.34800
-3.35687,-176567.59000,44.34800
-3.66204,-177436.24000,44.34800
-2.13619,-177841.61000,44.34800
12.51197,-177754.74500,44.34800
13.12231,-177812.65500,44.34800
-0.61034,-178536.53000,44.34800
-0.61034,-179897.41500,44.34800
0.61034,-179984.28000,44.34800
7.01891,-181316.21000,44.34800
3.35687,-182763.96000,44.34800
0.91551,-185283.04500,44.34800
1.83102,-186846.61500,44.34800
-3.35687,-188699.73500,44.34800
1.52585,-190379.12500,44.34800
-7.62925,-192203.29000,44.34800
-2.44136,-193853.72500,44.34800
0.91551,-195822.66500,44.34800
-4.88272,-197444.14500,44.34800
-4.88272,-199644.72500,44.34800
-0.30517,-201063.52000,44.34800
6.40857,-202250.67500,44.34800
6.71374,-203379.92000,44.34800
6.71374,-205233.04000,44.34800
-1.83102,-206680.79000,44.34800
-11.90163,-207404.66500,44.34800
-6.40857,-209431.51500,44.34800
0.00000,-210618.67000,44.34800
2.74653,-212008.51000,44.34800
-0.61034,-213572.08000,44.34800
2.44136,-214730.28000,44.34800
3.05170,-216264.89500,44.53600
4.27238,-217509.96000,44.53600
7.93442,-218841.89000,44.53600
5.79823,-220926.65000,44.53600
3.35687,-222374.40000,44.53600
-3.35687,-223937.97000,44.53600
-5.49306,-225993.77500,44.53600
-1.52585,-228165.40000,44.53600
-7.93442,-230018.52000,44.53600
-10.37578,-231755.82000,44.53600
12.51197,-233290.43500,44.53600
38.75659,-234767.14000,44.53600
90.33032,-236938.76500,44.53600
176.69343,-239023.52500,44.53600
274.04266,-239052.48000,44.53600
337.82319,-240297.54500,44.53600
390.31243,-241310.97000,44.53600
368.64536,-242469.17000,44.53600
236.50675,-243685.28000,44.53600
84.22692,-246233.32000,44.53600
-43.02897,-248752.40500,44.53600
-95.82338,-251184.62500,44.53600
-101.31644,-251734.77000,44.53600
-95.21304,-251995.36500,44.53600
-82.39590,-253182.52000,44.53600
-73.24080,-254630.27000,44.53600
-63.17019,-254369.67500,44.53600
-57.67713,-254022.21500,44.53600
-48.21686,-255035.64000,44.53600
-31.12734,-255180.41500,44.53600
-23.80326,-254601.31500,44.53600
-25.32911,-253211.47500,44.53600
-25.93945,-251618.95000,44.53600
-24.41360,-249823.74000,44.53600
-24.41360,-246088.54500,44.53600
-30.21183,-241832.16000,44.53600
-29.90666,-236446.53000,44.53600
-29.90666,-229439.42000,44.53600
-30.21183,-219218.30500,44.53600
-31.12734,-206275.42000,44.53600
-35.09455,-192029.56000,44.53600
-33.26353,-174685.51500,44.53600
-28.38081,-154069.55500,44.53600
-31.73768,-132498.08000,44.53600
-34.17904,-108870.80000,44.53600
-37.53591,-85764.71000,44.53600
-38.14625,-62340.11500,44.53600
-37.53591,-40971.32500,44.53600
-41.50312,-21108.19500,44.53600
-37.84108,-3648.33000,44.53600
-32.65319,13174.52500,44.53600
-34.17904,28520.67500,44.53600
-41.80829,42245.34500,44.53600
-38.45142,55130.32000,44.53600
-29.90666,66596.50000,44.53600
-27.77047,78091.63500,44.53600
-32.65319,88110.06500,44.53600
-32.04285,96854.47500,44.53600
-23.80326,105019.78500,44.53600
-22.88775,112461.22000,44.53600
-17.08952,118512.81500,44.53600
-10.07061,124245.90500,44.53600
-11.29129,129341.98500,44.53600
-7.32408,133801.05500,44.53600
-3.35687,137970.57500,44.65600
5.79823,142198.00500,44.65600
12.20680,145469.92000,44.65600
15.56367,149494.66500,44.65600
21.36190,151463.60500,44.65600
20.44639,152882.40000,44.65600
23.80326,154793.43000,44.65600
20.14122,154272.24000,44.65600
17.08952,153229.86000,44.65600
11.59646,151666.29000,44.65600
7.32408,148597.06000,44.65600
4.57755,145180.37000,44.65600
-2.44136,139273.55000,44.65600
-3.05170,133482.55000,44.65600
1.22068,126301.71000,44.65600
-0.91551,118773.41000,44.65600
-5.18789,109710.49500,44.65600
-5.79823,100763.40000,44.65600
-6.40857,91063.47500,44.65600
-6.10340,81797.87500,44.65600
-5.79823,71866.31000,44.65600
-3.35687,64164.28000,44.65600
-2.13619,59241.93000,44.65600
-5.79823,53885.25500,44.65600
-10.98612,49223.50000,44.65600
-7.93442,43751.00500,44.65600
-6.10340,38915.52000,44.65600
-7.93442,33356.16000,44.65600
-7.32408,27217.70000,44.65600
-2.44136,21947.89000,44.65600
-1.22068,15404.06000,44.65600
-2.74653,9815.74500,44.65600
-3.66204,3127.14000,44.65600
-3.96721,-1911.03000,44.65600
-5.18789,-6370.10000,44.65600
-10.68095,-10539.62000,44.65600
-10.68095,-13029.75000,44.65600
-5.18789,-14680.18500,44.65600
-5.18789,-16272.71000,44.65600
-11.29129,-17517.77500,44.65600
-15.86884,-18357.47000,44.65600
-13.73265,-19023.43500,44.65600
-14.03782,-19284.03000,44.65600
-13.42748,-19023.43500,44.65600
-13.73265,-20326.41000,44.65600
-7.01891,-20268.50000,44.65600
0.91551,-20876.55500,44.65600
0.61034,-21513.56500,44.65600
4.57755,-22758.63000,44.65600
3.35687,-23482.50500,44.65600
5.18789,-25103.98500,44.65600
-1.52585,-26493.82500,44.65600
-4.27238,-28983.95500,44.65600
1.52585,-31503.04000,44.65600
1.52585,-34080.03500,44.65600
-3.66204,-37178.22000,44.65600
-3.05170,-40681.77500,44.65600
4.27238,-42505.94000,44.65600
1.22068,-46356.95500,44.65600
-3.96721,-49136.63500,44.65600
-4.27238,-51308.26000,44.65600
-2.74653,-54493.31000,44.65600
4.88272,-56433.29500,44.65600
1.22068,-57736.27000,44.65600
-7.62925,-59589.39000,44.37600
0.30517,-60458.04000,44.37600
3.05170,-61645.19500,44.37600
-6.40857,-62108.47500,44.37600
-7.62925,-63237.72000,44.37600
-9.76544,-64569.65000,44.37600
-6.71374,-64714.42500,44.37600
-11.59646,-65438.30000,44.37600
-13.73265,-66075.31000,44.37600
-11.29129,-66249.04000,44.37600
-7.93442,-66799.18500,44.37600
-4.88272,-67088.73500,44.37600
-3.05170,-67349.33000,44.37600
1.83102,-67088.73500,44.37600
10.68095,-66162.17500,44.37600
12.20680,-65930.53500,44.37600
7.32408,-65177.70500,44.37600
11.59646,-64222.19000,44.37600
12.81714,-63006.08000,44.37600
14.34299,-60747.59000,44.37600
10.68095,-60515.95000,44.37600
6.40857,-58431.19000,44.37600
5.49306,-57533.58500,44.37600
7.62925,-56259.56500,44.37600
3.05170,-54753.90500,44.37600
9.76544,-53856.30000,44.37600
13.73265,-52003.18000,44.37600
7.93442,-50092.15000,44.37600
10.07061,-48412.76000,44.37600
10.98612,-46559.64000,44.37600
10.37578,-45835.76500,44.37600
3.96721,-44445.92500,44.37600
-0.61034,-43779.96000,44.37600
-4.57755,-42853.40000,44.37600
0.61034,-42042.66000,44.37600
4.88272,-41087.14500,44.37600
5.49306,-40537.00000,44.37600
12.20680,-40102.67500,44.37600
12.81714,-39205.07000,44.37600
8.23959,-38712.83500,44.37600
4.88272,-38191.64500,44.37600
9.15510,-38481.19500,44.37600
12.81714,-37902.09500,44.37600
14.03782,-37728.36500,44.37600
12.20680,-37844.18500,44.37600
13.42748,-38220.60000,44.37600
12.51197,-37960.00500,44.37600
7.32408,-38191.64500,44.37600
1.22068,-38770.74500,44.37600
4.57755,-39755.21500,44.37600
23.80326,-39726.26000,44.37600
54.93060,-40334.31500,44.37600
112.91290,-41000.28000,44.37600
205.37941,-41521.47000,44.37600
297.23558,-41405.65000,44.37600
372.00223,-40768.64000,44.37600
401.29855,-40942.37000,44.37600
333.55081,-41376.69500,44.37600
192.56227,-42853.40000,44.37600
62.86502,-44532.79000,44.37600
-16.78435,-46559.64000,44.37600
-44.55482,-48267.98500,44.37600
-54.93060,-48702.31000,44.37600
-49.13237,-48731.26500,44.37600
-44.55482,-49831.55500,44.47600
-36.01006,-49542.00500,44.47600
-26.54979,-49628.87000,44.47600
-24.41360,-49831.55500,44.47600
-14.64816,-50381.70000,44.47600
-6.40857,-49715.73500,44.47600
1.22068,-49281.41000,44.47600
7.01891,-49049.77000,44.47600
2.13619,-47746.79500,44.47600
-0.30517,-47341.42500,44.47600
2.74653,-45922.63000,44.47600
-0.61034,-43722.05000,44.47600
-5.49306,-42042.66000,44.47600
-0.61034,-39552.53000,44.47600
1.52585,-37351.95000,44.47600
1.22068,-35411.96500,44.47600
-1.52585,-33211.38500,44.47600
-3.35687,-30171.11000,44.47600
-0.30517,-27246.65500,44.47600
-1.22068,-24524.88500,44.47600
-12.81714,-20818.64500,44.47600
-15.56367,-16678.08000,44.47600
-12.51197,-12624.38000,44.47600
-10.68095,-6775.47000,44.47600
-11.59646,-1071.33500,44.47600
-13.12231,6775.47000,44.47600
-13.12231,15606.74500,44.47600
-7.93442,25132.94000,44.47600
-5.49306,36338.52500,44.47600
4.57755,47254.56000,44.47600
3.96721,59068.20000,44.47600
3.66204,71200.34500,44.47600
2.44136,82869.21000,44.47600
9.15510,93958.97500,44.47600
14.34299,105193.51500,44.47600
14.64816,115269.85500,44.47600
21.36190,124825.00500,44.47600
31.43251,133685.23500,44.47600
33.56870,141705.77000,44.47600
30.21183,149639.44000,44.47600
34.17904,155951.63000,44.47600
44.24965,161105.62000,44.47600
52.48924,166375.43000,44.47600
55.84611,170863.45500,44.47600
54.62543,174772.38000,44.47600
51.87890,178246.98000,44.47600
50.04788,180418.60500,44.47600
44.85999,183516.79000,44.47600
40.28244,185630.50500,44.47600
43.94448,187425.71500,44.47600
41.80829,190002.71000,44.47600
39.06176,190929.27000,44.47600
36.01006,191276.73000,44.47600
33.26353,191276.73000,44.47600
31.12734,191479.41500,44.47600
25.32911,191160.91000,44.47600
28.99115,189047.19500,44.47600
32.95836,187194.07500,44.47600
31.73768,184819.76500,44.47600
26.24462,180910.84000,44.47600
25.32911,176393.86000,44.47600
33.56870,170515.99500,44.47600
32.04285,164319.62500,44.47600
26.85496,157862.66000,44.47600
25.32911,149320.93500,44.45200
29.90666,141387.26500,44.45200
28.68598,134409.11000,44.45200
32.04285,127749.46000,44.45200
25.02394,123000.84000,44.45200
21.05673,119497.28500,44.45200
23.49809,116196.41500,44.45200
18.92054,113243.00500,44.45200
15.56367,109449.90000,44.45200
20.14122,105859.48000,44.45200
21.66707,103514.12500,44.45200
15.86884,101110.86000,44.45200
18.61537,98157.45000,44.45200
23.19292,94914.49000,44.45200
23.80326,92598.09000,44.45200
28.99115,90976.61000,44.45200
27.77047,88341.70500,44.45200
24.41360,85764.71000,44.45200
23.80326,85098.74500,44.45200
22.58258,84751.28500,44.45200
20.44639,83477.26500,44.45200
19.53088,82869.21000,44.45200
16.47918,83216.67000,44.45200
22.58258,83245.62500,44.45200
22.88775,83911.59000,44.45200
26.24462,83708.90500,44.45200
25.63428,83998.45500,44.45200
22.88775,84230.09500,44.45200
19.22571,83158.76000,44.45200
23.49809,81508.32500,44.45200
26.24462,80350.12500,44.45200
23.19292,78207.45500,44.45200
19.83605,75659.41500,44.45200
23.80326,72619.14000,44.45200
22.27741,69723.64000,44.45200
20.44639,66915.00500,44.45200
20.44639,63324.58500,44.45200
17.69986,60342.22000,44.45200
22.88775,58286.41500,44.45200
24.10843,56288.52000,44.45200
22.88775,53306.15500,44.45200
29.29632,51047.66500,44.45200
30.21183,49542.00500,44.45200
29.29632,47544.11000,44.45200
25.63428,45256.66500,44.45200
22.88775,42969.22000,44.45200
25.63428,41174.01000,44.45200
20.75156,38799.70000,44.45200
17.08952,35933.15500,44.45200
16.78435,33095.56500,44.45200
25.02394,30923.94000,44.45200
29.29632,28781.27000,44.45200
27.16013,26435.91500,44.45200
25.32911,23714.14500,44.45200
25.63428,21947.89000,44.45200
25.63428,20123.72500,44.45200
25.63428,18183.74000,44.45200
28.99115,16620.17000,44.45200
32.65319,15548.83500,44.45200
28.68598,14564.36500,44.45200
21.05673,13666.76000,44.45200
16.17401,12508.56000,44.45200
17.69986,11987.37000,44.45200
20.14122,11118.72000,44.45200
25.93945,10423.80000,44.28000
30.51700,9670.97000,44.28000
28.68598,9873.65500,44.28000
21.66707,8860.23000,44.28000
18.31020,8831.27500,44.28000
27.16013,8165.31000,44.28000
49.13237,8252.17500,44.28000
83.61658,8194.26500,44.28000
156.24704,7615.16500,44.28000
258.17382,7817.85000,44.28000
339.34904,9207.69000,44.28000
399.46753,9265.60000,44.28000
409.53814,8541.72500,44.28000
309.13721,7557.25500,44.28000
172.72622,7180.84000,44.28000
53.09958,4951.30500,44.28000
-7.01891,3242.96000,44.28000
-26.24462,1939.98500,44.28000
-28.38081,1331.93000,44.28000
-27.77047,1071.33500,44.28000
-26.54979,289.55000,44.28000
-16.78435,-115.82000,44.28000
-8.54476,-28.95500,44.28000
-7.93442,-405.37000,44.28000
-4.88272,-694.92000,44.28000
-0.61034,-1476.70500,44.28000
5.49306,-1302.97500,44.28000
7.62925,-897.60500,44.28000
2.13619,-1042.38000,44.28000
4.27238,-1302.97500,44.28000
9.15510,-897.60500,44.28000
10.07061,-289.55000,44.28000
5.79823,-115.82000,44.28000
3.66204,955.51500,44.28000
10.07061,2026.85000,44.28000
9.46027,2432.22000,44.28000
3.66204,2779.68000,44.28000
5.49306,3532.51000,44.28000
8.23959,4719.66500,44.28000
-1.22068,5675.18000,44.28000
-1.83102,6254.28000,44.28000
4.88272,7702.03000,44.28000
9.15510,9207.69000,44.28000
-0.61034,11350.36000,44.28000
0.00000,14535.41000,44.28000
3.05170,18618.06500,44.28000
-0.61034,23192.95500,44.28000
-6.10340,29939.47000,44.28000
-4.27238,36599.12000,44.28000
3.66204,44648.61000,44.28000
0.61034,54145.85000,44.28000
1.83102,64019.50500,44.28000
4.88272,73545.70000,44.28000
11.90163,83303.53500,44.28000
21.36190,93206.14500,44.28000
26.24462,102500.70000,44.28000
30.51700,111042.42500,44.28000
36.92557,119960.56500,44.28000
42.11346,127315.13500,44.28000
43.94448,134032.69500,44.28000
45.77550,140315.93000,44.28000
57.06679,146338.57000,44.28000
61.03400,151029.28000,44.28000
60.42366,156212.22500,44.28000
58.28747,159657.87000,44.38000
57.98230,163074.56000,44.38000
58.28747,166056.92500,44.38000
46.99618,168141.68500,44.38000
38.75659,170284.35500,44.38000
36.01006,171384.64500,44.38000
38.45142,173121.94500,44.38000
34.17904,174482.83000,44.38000
29.60149,175554.16500,44.38000
28.68598,175467.30000,44.38000
32.34802,176509.68000,44.38000
30.21183,176451.77000,44.38000
27.46530,174598.65000,44.38000
24.71877,172977.17000,44.38000
18.92054,171239.87000,44.38000
13.42748,169097.20000,44.38000
13.73265,165390.96000,44.38000
17.08952,160816.07000,44.38000
19.22571,156009.54000,44.38000
22.88775,150710.77500,44.38000
26.24462,143587.84500,44.38000
27.46530,136841.33000,44.38000
31.73768,129805.26500,44.38000
31.43251,123666.80500,44.38000
23.19292,119034.00500,44.38000
25.63428,115762.09000,44.38000
25.63428,113127.18500,44.38000
25.93945,110694.96500,44.38000
24.10843,107220.36500,44.38000
25.02394,103948.45000,44.38000
26.24462,101400.41000,44.38000
25.32911,98707.59500,44.38000
22.88775,95175.08500,44.38000
21.36190,92018.99000,44.38000
14.03782,88718.12000,44.38000
14.95333,85793.66500,44.38000
18.92054,82232.20000,44.38000
17.69986,79973.71000,44.38000
17.39469,77686.26500,44.38000
14.34299,75891.05500,44.38000
15.25850,74008.98000,44.38000
13.12231,72416.45500,44.38000
11.59646,71258.25500,44.38000
9.46027,70157.96500,44.38000
5.18789,69405.13500,44.38000
7.32408,68246.93500,44.38000
3.35687,68102.16000,44.38000
1.52585,67146.64500,44.38000
7.93442,65409.34500,44.38000
14.03782,63932.64000,44.38000
13.12231,62021.61000,44.38000
11.90163,59821.03000,44.38000
13.42748,56607.02500,44.38000
15.25850,53277.20000,44.38000
13.42748,50092.15000,44.38000
8.23959,46299.04500,44.38000
7.32408,43142.95000,44.38000
15.86884,40044.76500,44.38000
22.27741,37525.68000,44.38000
18.92054,34514.36000,44.38000
14.95333,31966.32000,44.38000
15.86884,29823.65000,44.38000
17.39469,27391.43000,44.38000
12.81714,25190.85000,44.38000
10.37578,22382.21500,44.25200
4.88272,19081.34500,44.25200
6.40857,16156.89000,44.25200
25.93945,13550.94000,44.25200
65.00121,9960.52000,44.25200
145.56609,6775.47000,44.25200
240.47396,4198.47500,44.25200
320.42850,2316.40000,44.25200
384.51420,0.00000,44.25200
408.62263,-2229.53500,44.25200
324.70088,-4574.89000,44.25200
181.88132,-7788.89500,44.25200
45.16516,-11958.41500,44.25200
-21.36190,-15085.55500,44.25200
-44.24965,-17691.50500,44.25200
-50.96339,-19081.34500,44.25200
-50.65822,-21397.74500,44.25200
-44.55482,-22671.76500,44.25200
-34.17904,-24466.97500,44.25200
-21.97224,-26262.18500,44.25200
-13.12231,-27680.98000,44.25200
0.00000,-28955.00000,44.25200
1.83102,-29041.86500,44.25200
4.57755,-30026.33500,44.25200
1.83102,-30808.12000,44.25200
5.18789,-30923.94000,44.25200
5.18789,-30923.94000,44.25200
-0.30517,-30663.34500,44.25200
1.83102,-30981.85000,44.25200
2.74653,-31039.76000,44.25200
3.35687,-30837.07500,44.25200
-0.91551,-31445.13000,44.25200
-6.40857,-32313.78000,44.25200
-7.01891,-32950.79000,44.25200
-9.46027,-32863.92500,44.25200
-14.34299,-32545.42000,44.25200
-19.53088,-31474.08500,44.25200
-17.39469,-30460.66000,44.25200
-18.00503,-28520.67500,44.25200
-18.31020,-25943.68000,44.25200
-17.69986,-23829.96500,44.25200
-19.83605,-20007.90500,44.25200
-21.97224,-16330.62000,44.25200
-29.29632,-11350.36000,44.25200
-24.10843,-5964.73000,44.25200
-23.49809,521.19000,44.25200
-18.31020,8773.36500,44.25200
-10.68095,17459.86500,44.25200
-5.79823,25596.22000,44.25200
-7.93442,33906.30500,44.25200
4.27238,42911.31000,44.25200
6.71374,51395.12500,44.25200
7.01891,59444.61500,44.25200
16.78435,67407.24000,44.25200
25.32911,75311.95500,44.25200
37.84108,82174.29000,44.25200
38.45142,87646.78500,44.25200
45.16516,92482.27000,44.25200
46.99618,96651.79000,44.25200
47.30135,101023.99500,44.25200
46.38584,103745.76500,44.25200
51.57373,106120.07500,44.25200
45.77550,108899.75500,44.25200
34.78938,111563.61500,44.25200
30.82217,113127.18500,44.34400
28.99115,114401.20500,44.34400
28.38081,115646.27000,44.34400
19.53088,116138.50500,44.34400
5.49306,116746.56000,44.34400
4.88272,116225.37000,44.34400
6.71374,116283.28000,44.34400
3.35687,115269.85500,44.34400
5.18789,113619.42000,44.34400
8.23959,110897.65000,44.34400
3.35687,108841.84500,44.34400
3.35687,104527.55000,44.34400
-4.27238,100213.25500,44.34400
1.83102,94364.34500,44.34400
5.79823,89297.22000,44.34400
11.90163,83245.62500,44.34400
14.34299,75630.46000,44.34400
18.61537,67667.83500,44.34400
19.83605,59531.48000,44.34400
12.81714,51829.45000,44.34400
18.00503,44706.52000,44.34400
18.00503,38770.74500,44.34400
18.92054,34717.04500,44.34400
17.39469,31560.95000,44.34400
14.64816,26870.24000,44.34400
17.69986,22874.45000,44.34400
16.78435,18733.88500,44.34400
21.05673,14767.05000,44.34400
11.90163,10134.25000,44.34400
9.46027,6543.83000,44.34400
5.49306,3474.60000,44.34400
7.62925,0.00000,44.34400
10.07061,-3329.82500,44.34400
10.07061,-6717.56000,44.34400
5.49306,-10423.80000,44.34400
1.83102,-13521.98500,44.34400
2.44136,-17141.36000,44.34400
-2.44136,-20876.55500,44.34400
4.27238,-23279.82000,44.34400
8.54476,-25451.44500,44.34400
-4.57755,-27738.89000,44.34400
-7.93442,-30055.29000,44.34400
0.00000,-32111.09500,44.34400
-0.91551,-33240.34000,44.34400
-3.05170,-35440.92000,44.34400
7.93442,-38452.24000,44.34400
4.57755,-40392.22500,44.34400
-2.13619,-43287.72500,44.34400
-0.30517,-47775.75000,44.34400
3.05170,-52495.41500,44.34400
7.93442,-57620.45000,44.34400
4.57755,-62832.35000,44.34400
1.22068,-68565.44000,44.34400
3.66204,-74588.08000,44.34400
0.91551,-79047.15000,44.34400
-1.22068,-84143.23000,44.34400
6.71374,-89123.49000,44.34400
11.29129,-94016.88500,44.34400
12.20680,-98273.27000,44.34400
8.54476,-103108.75500,44.34400
10.37578,-108291.70000,44.34400
13.42748,-113937.92500,44.34400
12.51197,-118831.32000,44.34400
3.05170,-124796.05000,44.34400
0.00000,-130123.77000,44.28800
-2.13619,-135914.77000,44.28800
4.88272,-141792.63500,44.28800
6.10340,-147931.09500,44.28800
1.83102,-153548.36500,44.28800
2.74653,-159368.32000,44.28800
4.27238,-164059.03000,44.28800
6.40857,-168315.41500,44.28800
0.91551,-172224.34000,44.28800
-0.61034,-176538.63500,44.28800
2.74653,-179260.40500,44.28800
-0.91551,-182561.27500,44.28800
-1.22068,-185369.91000,44.28800
0.00000,-188497.05000,44.28800
2.74653,-190523.90000,44.28800
1.83102,-193158.80500,44.28800
1.22068,-195214.61000,44.28800
2.13619,-197415.19000,44.28800
4.88272,-198370.70500,44.28800
4.88272,-200310.69000,44.28800
2.13619,-201671.57500,44.28800
5.49306,-202395.45000,44.28800
9.46027,-204074.84000,44.28800
8.54476,-205233.04000,44.28800
0.30517,-205725.27500,44.28800
-4.88272,-206507.06000,44.28800
-5.79823,-207491.53000,44.28800
8.84993,-207723.17000,44.28800
35.70489,-207810.03500,44.28800
90.33032,-207665.26000,44.28800
180.05030,-206246.46500,44.28800
273.73749,-204538.12000,44.28800
340.87489,-203032.46000,44.28800
396.41583,-201410.98000,44.28800
366.50917,-199297.26500,44.28800
236.20158,-197531.01000,44.28800
94.90787,-197038.77500,44.28800
-17.39469,-197154.59500,44.28800
-72.93563,-195533.11500,44.28800
-87.27862,-194085.36500,44.28800
-83.92175,-191884.78500,44.28800
-78.73386,-189800.02500,44.28800
-72.63046,-187280.94000,44.28800
-60.11849,-185485.73000,44.28800
-52.48924,-183603.65500,44.28800
-45.47033,-181634.71500,44.28800
-30.51700,-179781.59500,44.28800
-21.97224,-177725.79000,44.28800
-21.97224,-176625.50000,44.28800
-19.53088,-174888.20000,44.28800
-19.53088,-172803.44000,44.28800
-24.41360,-170776.59000,44.28800
-26.54979,-169299.88500,44.28800
-25.63428,-166751.84500,44.28800
-28.68598,-164493.35500,44.28800
-32.65319,-161829.49500,44.28800
-28.38081,-159744.73500,44.28800
-26.54979,-157833.70500,44.28800
-27.77047,-154938.20500,44.28800
-29.90666,-152187.48000,44.28800
-25.63428,-149378.84500,44.28800
-22.27741,-145933.20000,44.28800
-22.27741,-142690.24000,44.28800
-26.54979,-137767.89000,44.28800
-31.12734,-133453.59500,44.51200
-31.43251,-127546.77500,44.51200
-32.34802,-120250.11500,44.51200
-34.17904,-111708.39000,44.51200
-32.34802,-102848.16000,44.51200
-31.12734,-92453.31500,44.51200
-28.68598,-81508.32500,44.51200
-31.73768,-70013.19000,44.51200
-36.31523,-58025.82000,44.51200
-36.01006,-46212.18000,44.51200
-28.99115,-35064.50500,44.51200
-21.97224,-24409.06500,44.51200
-18.31020,-15230.33000,44.51200
-8.23959,-5733.09000,44.51200
-1.83102,2316.40000,44.51200
-1.83102,10452.75500,44.51200
3.66204,16359.57500,44.51200
13.73265,22237.44000,44.51200
18.31020,28144.26000,44.51200
17.69986,33095.56500,44.51200
17.39469,37380.90500,44.51200
24.10843,40537.00000,44.51200
30.82217,44416.97000,44.51200
30.82217,48181.12000,44.51200
27.77047,49889.46500,44.51200
24.41360,51916.31500,44.51200
16.78435,54609.13000,44.51200
9.46027,55535.69000,44.51200
8.54476,56693.89000,44.51200
4.27238,57359.85500,44.51200
5.79823,57301.94500,44.51200
3.05170,56607.02500,44.51200
-0.61034,55419.87000,44.51200
3.05170,54435.40000,44.51200
4.88272,51568.85500,44.51200
0.30517,48933.95000,44.51200
